Date,Open,High,Low,Close,Adj Close,Volume
2021-05-24,417.339996,420.320007,417.079987,419.170013,419.170013,51376700
2021-05-25,420.329987,420.709991,417.619995,418.239990,418.239990,57451400
2021-05-26,418.869995,419.609985,417.760010,419.070007,419.070007,43088600
2021-05-27,420.170013,420.720001,418.989990,419.290009,419.290009,56707700
2021-05-28,420.970001,421.250000,419.790009,420.040009,420.040009,58520200
2021-06-01,422.570007,422.720001,419.200012,419.670013,419.670013,54216600
2021-06-02,420.369995,421.230011,419.290009,420.329987,420.329987,49097100
2021-06-03,417.850006,419.989990,416.279999,418.769989,418.769989,58138800
2021-06-04,420.750000,422.920013,418.839996,422.600006,422.600006,55938800
2021-06-07,422.589996,422.779999,421.190002,422.190002,422.190002,51555000
2021-06-08,423.109985,423.209991,420.320007,422.279999,422.279999,47134300
2021-06-09,423.179993,423.260010,421.410004,421.649994,421.649994,48436300
2021-06-10,422.959991,424.630005,421.549988,423.609985,423.609985,51020100
2021-06-11,424.200012,424.429993,422.820007,424.309998,424.309998,45570800
2021-06-14,424.429993,425.369995,423.100006,425.260010,425.260010,42358500
2021-06-15,425.420013,425.459991,423.540009,424.480011,424.480011,51508500
2021-06-16,424.630005,424.869995,419.920013,422.109985,422.109985,80386100
2021-06-17,421.670013,423.019989,419.320007,421.970001,421.970001,90949700
2021-06-18,417.089996,417.829987,414.700012,414.920013,414.920013,118573500
2021-06-21,416.799988,421.059998,415.929993,420.859985,420.859985,72822000
2021-06-22,420.850006,424.000000,420.079987,423.109985,423.109985,57700300
2021-06-23,423.190002,424.049988,422.510010,422.600006,422.600006,49445400
2021-06-24,424.890015,425.549988,424.619995,425.100006,425.100006,45110300
2021-06-25,425.899994,427.089996,425.549988,426.609985,426.609985,58067900
